ligand,receptor,pathway,function,mean_score,max_score,total_score,n_interactions,pct_edges,causal_score,inverse_importance
IL1B,IL1R1,ligand,functional,0.01884550383864214,65.047850822837,1767.6328780492784,93796,91.14548917479691,0.032835272380339404,0.5180554389953613
PTPN6,JAK2,ligand,functional,0.05581810784203461,100.0,5346.872368296337,95791,93.08411396587243,0.09725411378974426,0.5180554389953613
PDGFRB,PDGFRA,cell_adhesion,functional,0.3659582973820156,28.550672271006754,25667.217103482428,70137,68.15505111361605,0.6376237259172972,0.5180554389953613
PDGFRA,PDGFRB,cell_adhesion,functional,0.3659582973820157,28.550672271006754,25667.217103482435,70137,68.15505111361605,0.6376237259172974,0.5180554389953613
IGF1,ESR1,ligand,functional,0.01880982307338141,91.72271653298701,1856.134531058204,98679,95.89050413961986,0.03277310436105446,0.5180554389953613
IL1R1,IL1RAP,cell_adhesion,functional,0.07339729184932288,64.95818874788978,6751.303096176267,91983,89.38372138220547,0.12788302666178167,0.5180554389953613
IL1RAP,IL1R1,ligand,functional,0.07339729184932288,64.95818874788978,6751.303096176267,91983,89.38372138220547,0.12788302666178167,0.5180554389953613
NTF3,NTRK3,ligand,functional,0.01368461070703624,100.0,1382.829911946012,101050,98.19450382866249,0.02384324260214736,0.5180554389953613
ADM,RAMP3,ligand,functional,0.15046498993237528,52.904063701950214,12134.850973056135,80649,78.37000038869671,0.26216114837981147,0.5180554389953613
CCL3,CCR1,ligand,functional,0.01602759581984775,100.0,1613.6262919506319,100678,97.83301589769503,0.027925518938240763,0.5180554389953613
RARRES2,CMKLR1,ligand,functional,0.08235828784387506,59.20739779939433,7637.578181489597,92736,90.11544291988962,0.14349612710205367,0.5180554389953613
CXCL6,CXCR1,ligand,functional,0.004078903707277061,100.0,417.5125045731727,102359,99.46651377929801,0.007106836484095219,0.5180554389953613
ANXA1,FPR3,ligand,functional,0.0976769256597756,51.51433120110097,7396.780549437827,75727,73.58708749562716,0.17018640025619947,0.5180554389953613
OXT,AVPR1A,ligand,functional,0.014065173952047668,100.0,1415.5472368819815,100642,97.79803319469818,0.02450631311036448,0.5180554389953613
LYN,FCGR2B,cell_adhesion,functional,0.06022024462537586,74.91771056346427,5783.01031161947,96031,93.31733198585144,0.10492413214394371,0.5180554389953613
A2M,MMP2,ecm_regulator,functional,0.7738887964381309,9.032961276237021,40459.68016658192,52281,50.80363042717767,1.3483772915126246,0.5180554389953613
PLXNC1,SEMA7A,cell_surface_ligand,functional,0.017827586722847417,100.0,1794.863603669555,100679,97.83398763944494,0.03106171482284947,0.5180554389953613
SEMA7A,PLXNC1,ligand,functional,0.017827586722847417,100.0,1794.863603669555,100679,97.83398763944494,0.03106171482284947,0.5180554389953613
FBN1,FBLN5,ecm,functional,0.49036941501486486,22.468937188120766,32472.262662284353,66220,64.34873867920862,0.8543901742751666,0.5180554389953613
HBB,CD163,ecm,functional,0.31555644290643853,24.7526722529104,20316.786020088137,64384,62.564620826369186,0.5498065662196956,0.5180554389953613
ANXA1,FPR1,ligand,functional,0.11853054884300193,43.78401550178303,8946.330235023257,75477,73.34415205814902,0.20652049899937922,0.5180554389953613
FPR1,ANXA1,cell_surface_ligand,functional,0.11853054884300193,43.78401550178303,8946.330235023257,75477,73.34415205814902,0.20652049899937922,0.5180554389953613
ESR1,PIK3R2,cell_adhesion,functional,0.022256485610326497,75.35542337655197,2164.8883553164583,97270,94.52132001399308,0.0387783618576276,0.5180554389953613
PDGFRB,TNK2,cell_adhesion,functional,0.2466240298495314,37.512314892266666,17796.389993942186,72160,70.12088467368912,0.4297028758149559,0.5180554389953613
PTPN6,INSR,ligand,functional,0.18304160463934094,35.55897858101053,12402.899130361742,67760,65.84522097407392,0.3189206824464612,0.5180554389953613
JAK2,ESR1,cell_adhesion,functional,0.018734923974893323,100.0,1829.4465912243581,97649,94.88961013720993,0.03264260467683507,0.5180554389953613
WNT10B,LRP6,ligand,functional,0.010215979952972205,45.52358150823403,998.9287357815751,97781,95.01788004819839,0.01779970900539737,0.5180554389953613
IL1RL1,IL1RAP,ligand,functional,0.03868002517970447,100.0,3795.4387907333216,98124,95.3511874684184,0.06739374937006164,0.5180554389953613
BTK,STAT3,cell_adhesion,functional,0.055967170021630805,37.55587195927042,4117.000993961184,73561,71.4822948653166,0.09751383076576972,0.5180554389953613
LYN,STAT3,cell_adhesion,functional,0.20726728403580555,38.25039800817426,14985.631903072777,72301,70.25790026042678,0.361130049115164,0.5180554389953613
PECAM1,CD38,ligand,functional,0.20888787014662094,41.05442831169981,12871.043894824343,61617,59.87581140436118,0.3639536608806031,0.5180554389953613
CD38,PECAM1,cell_surface_ligand,functional,0.2088878701466209,41.05442831169981,12871.04389482434,61617,59.87581140436118,0.36395366088060305,0.5180554389953613
JAK2,BTK,cell_adhesion,functional,0.018955951079205217,66.90204692520037,1851.9585085361914,97698,94.93722548295564,0.03302770900918184,0.5180554389953613
BTK,JAK2,cell_adhesion,functional,0.018955951079205214,66.90204692520037,1851.958508536191,97698,94.93722548295564,0.03302770900918183,0.5180554389953613
BMP1,COL1A1,ligand,functional,0.21312357518118777,39.4249484186785,17208.876201580188,80746,78.46425933843821,0.37133369856617543,0.5180554389953613
IL33,IL1RL1,ligand,functional,0.08544091217418681,77.09093522064475,7677.891249796776,89862,87.32265713064096,0.14886710632334155,0.5180554389953613
FGFR4,STK4,ligand,functional,0.022077225751927363,100.0,2199.1566116009885,99612,96.79713919228826,0.03846603026236786,0.5180554389953613
PTPN6,STAT3,ligand,functional,0.1572224427784469,44.43258011619189,11432.901593963103,72718,70.66311657014032,0.27393492777556827,0.5180554389953613
HBA2,CD163,ecm,functional,0.30176787946109956,27.383954989885726,19907.023472289817,65968,64.10385975823066,0.5257822026188168,0.5180554389953613
PTPN6,LYN,ligand,functional,0.05091797241660914,90.92166237666055,4932.169398134844,96865,94.1277646052785,0.08871641255490222,0.5180554389953613
JAK2,ITGB2,cell_adhesion,functional,0.09722401567650144,82.8767620593631,8899.983619042618,91541,88.95421152874412,0.16939727714270178,0.5180554389953613
NLGN4X,NRXN2,ligand,functional,0.009544194054081807,87.54205183626505,966.1110431244309,101225,98.3645586348972,0.01662922966134781,0.5180554389953613
NRXN2,NLGN4X,ligand,functional,0.009544194054081807,87.54205183626505,966.1110431244309,101225,98.3645586348972,0.01662922966134781,0.5180554389953613
COL1A1,DDR2,ecm,functional,0.26924654768367456,34.312619827343156,20760.793552245093,77107,74.92809111050647,0.46911899020347403,0.5180554389953613
DDR2,COL1A1,cell_adhesion,functional,0.26924654768367456,34.312619827343156,20760.793552245093,77107,74.92809111050647,0.46911899020347403,0.5180554389953613
IL1B,IL1RAP,ligand,functional,0.006516838217171322,66.63255065825867,653.7757267848442,100321,97.48610409297626,0.011354546938705974,0.5180554389953613
JAK2,ITGAL,cell_adhesion,functional,0.026743163721436335,86.00715648773969,2605.693414034428,97434,94.68068566097874,0.046595679936389724,0.5180554389953613
BTK,BMX,cell_adhesion,functional,0.007086415516412134,100.0,722.134086784462,101904,99.0243712830878,0.012346944166307912,0.5180554389953613
FGF14,SCN4A,ligand,functional,0.010235298381095955,100.0,1030.6945469763627,100700,97.85439421619311,0.017833368272606915,0.5180554389953613
BTK,MDM2,cell_adhesion,functional,0.028248629894636376,49.088549933568224,2620.1451686172077,92753,90.13196252963812,0.049218713646693134,0.5180554389953613
LNX1,ABCA1,cell_adhesion,functional,0.05088305878466312,67.48601325934098,4896.9855774359785,96240,93.52042601158315,0.08865558114256376,0.5180554389953613
CYFIP1,NHS,ecm,functional,0.03497720027005828,46.88506581943713,3134.9365058047833,89628,87.09526956116143,0.06094216996279551,0.5180554389953613
ABCA1,APOA1,cell_surface_ligand,functional,0.1997864511850034,43.063344997858614,15146.210437237478,75812,73.66968554436973,0.34809589590859324,0.5180554389953613
APOA1,ABCA1,ligand,functional,0.19978645118500335,43.063344997858614,15146.210437237474,75812,73.66968554436973,0.3480958959085931,0.5180554389953613
ICAM1,ITGAL,ligand,functional,0.03942375456353599,79.72443449749483,3742.8912582621065,94940,92.25716173669686,0.06868957871505883,0.5180554389953613
ITGAL,ICAM1,adhesion,functional,0.03942375456353599,79.72443449749483,3742.891258262107,94940,92.25716173669686,0.06868957871505883,0.5180554389953613
JAK2,APOA1,cell_adhesion,functional,0.20259508389775097,32.15274640320354,15320.645434515724,75622,73.48505461188634,0.3529894886153214,0.5180554389953613
FGFR4,STAT3,ligand,functional,0.08044933649126255,39.19836344747431,5906.912082534462,73424,71.34916624557857,0.1401700850837276,0.5180554389953613
MMP2,DCN,ecm,functional,0.7469041312915293,10.438123849759188,39629.23939806596,53058,51.55867376685972,1.3013608340187106,0.5180554389953613
MMP2,LAMC2,ecm,functional,0.13436856446446907,43.5084184986433,7805.066804047615,58087,56.4455630271699,0.23411570480271818,0.5180554389953613
LNX1,KCNA4,cell_adhesion,functional,0.017137804605506818,96.38127074284425,1709.5816984223325,99755,96.93609826252575,0.02985987995019808,0.5180554389953613
SERPINA1,LRP1,ecm_regulator,functional,0.2206943442840554,42.441436487404395,14183.584118447672,64268,62.451898783379335,0.3845245512889131,0.5180554389953613
LYN,FCGR2A,cell_adhesion,functional,0.09128169492476927,83.08993844259723,8577.558308690719,93968,91.31262875578187,0.15904373488004356,0.5180554389953613
TULP3,GPR161,ecm,functional,0.031048660468521155,81.5625981254793,3075.0282841418666,99039,96.24033116958837,0.054097318504063144,0.5180554389953613
LYN,LPXN,cell_adhesion,functional,0.0276098266132059,74.91771056346427,2709.462724860348,98134,95.36090488591752,0.048105701231486955,0.5180554389953613
ICAM1,ITGAX,ligand,functional,0.020649532028352437,61.734719068073716,1967.8591032379306,95298,92.60504528316554,0.035978502590480396,0.5180554389953613
ACTN1,LPP,ecm,functional,0.3916395906078238,34.28593084233831,27696.751847785297,70720,68.72157655381505,0.682369266570857,0.5180554389953613
LYN,ACTB,cell_adhesion,functional,0.3132520061072775,27.587144847720563,15310.505050499294,48876,47.49484976872546,0.5457914541467258,0.5180554389953613
INSR,CEACAM1,ligand_regulator,functional,0.10831120335303822,40.26708887786191,7400.471280299689,68326,66.39522680452443,0.18871492608475615,0.5180554389953613
PLTP,ABCA1,ecm,functional,0.22482027637208518,33.668459635215555,15538.453401456667,69115,67.16193104520542,0.3917133271949969,0.5180554389953613
CCL11,ACKR1,ligand,functional,0.138731246097478,59.45816669772595,12538.53002229006,90380,87.82601935709566,0.2417169788761034,0.5180554389953613
CCL2,ACKR1,ligand,functional,0.21045008356863698,35.14376640133409,17568.162526226246,83479,81.1200295409492,0.36667556758404385,0.5180554389953613
CXCL2,ACKR1,ligand,functional,0.1211621483073098,60.278655602596984,10936.580154811012,90264,87.7132973141058,0.21110563962211623,0.5180554389953613
FLRT2,ADGRL3,ligand,functional,0.022912803244583446,100.0,2284.979303566084,99725,96.90694601002838,0.03992189022775579,0.5180554389953613
CCL8,CCR1,ligand,functional,0.016773747084430322,100.0,1687.6066941645347,100610,97.76693745870098,0.029225568022588765,0.5180554389953613
CEACAM1,CD209,cell_surface_ligand,functional,0.03348699930649229,100.0,3259.52405149604,97337,94.58642671123722,0.058345733435595765,0.5180554389953613
CD209,CEACAM1,ligand,functional,0.03348699930649229,100.0,3259.52405149604,97337,94.58642671123722,0.058345733435595765,0.5180554389953613
MMRN2,CD248,ligand,functional,0.2871119070440023,40.55900701145626,21554.352197514385,75073,72.95156839118437,0.5002465177979432,0.5180554389953613
VCAN,CD44,ecm,functional,0.31136114128698417,32.99793920154118,23670.29668291911,76022,73.87375131185136,0.5424969250144548,0.5180554389953613
SPP1,CD44,ligand,functional,0.12531182783886052,59.7305374559111,11251.373086167769,89787,87.24977649939753,0.21833579164544387,0.5180554389953613
C1QA,CD93,ecm,functional,0.5035338321107418,19.221948708184478,32778.54186891296,65097,63.25747269405683,0.8773270628175246,0.5180554389953613
MMRN2,CD93,ligand,functional,0.4694104292135254,24.766879483093742,31625.588847402847,67373,65.46915691685777,0.8178724980434743,0.5180554389953613
COL1A2,DDR2,ecm,functional,0.45980539360426903,21.74829192543066,27598.89914030904,60023,58.32685505500058,0.801137261715852,0.5180554389953613
COL3A1,DDR2,ecm,functional,0.3407700834366183,25.657772503026926,24101.304921138268,70726,68.72740700431453,0.5937372969444874,0.5180554389953613
FGF18,FGFR4,ligand,functional,0.046541684338524486,69.8709788466405,4266.103869837832,91662,89.07179228048354,0.0810914314300094,0.5180554389953613
TGFBR3,FGFR4,ligand,functional,0.05388466694731001,44.81362528108591,4667.9209283115715,86628,84.1800443114238,0.09388540266622444,0.5180554389953613
ICAM3,CD209,ligand,functional,0.10036652656442256,63.60285681663064,9226.79515359393,91931,89.33319081121002,0.1748725990999473,0.5180554389953613
CD209,ICAM3,ligand,functional,0.10036652656442256,63.60285681663064,9226.79515359393,91931,89.33319081121002,0.1748725990999473,0.5180554389953613
HLA-DQA2,LAG3,ligand,functional,0.010488602601666223,100.0,1064.3204604014784,101474,98.60652233062541,0.01827471031093756,0.5180554389953613
HLA-DRA,LAG3,ligand,functional,0.06876538685796221,41.179123102676556,4804.29375283153,69865,67.89073735763984,0.11981267400189018,0.5180554389953613
HLA-F,LILRB2,ligand,functional,0.09242846571815419,71.41071948828427,7843.20231544541,84857,82.45908967232867,0.1610417993351526,0.5180554389953613
LILRB2,HLA-F,adhesion,functional,0.09242846571815418,71.41071948828427,7843.202315445409,84857,82.45908967232867,0.16104179933515256,0.5180554389953613
MDK,LRP1,ligand,functional,0.26888055745912937,40.723922476785454,17229.86612198101,64080,62.26921133439577,0.46848131084958794,0.5180554389953613
APOE,LSR,ligand,functional,0.1868787512887203,45.312408529080706,14343.50479766315,76753,74.58409453103744,0.32560629597393465,0.5180554389953613
SERPINF1,PLXDC1,ligand,functional,0.5450010128581662,21.927527406265547,30461.74161168148,55893,54.31356162786179,0.9495769844086128,0.5180554389953613
PODXL2,SELP,ligand,functional,0.02187260232949651,100.0,2195.6155670395187,100382,97.54538033972091,0.03810950671869176,0.5180554389953613
VCAN,SELP,ecm,functional,0.10793617828248817,48.43455239074349,8648.818029597494,80129,77.86469467874217,0.18806150495861376,0.5180554389953613
PI16,TNFRSF21,ligand,functional,0.1356558332140542,60.85122480502904,11885.350171216143,87614,85.13818167683756,0.23635856444612327,0.5180554389953613
JAG1,VASN,ligand,functional,0.17226946637533752,43.556094240591314,14512.496655857558,84243,81.86244023788238,0.30015195665140104,0.5180554389953613
JAG2,VASN,ligand,functional,0.15644955715954967,66.3847733378757,13357.037392053713,85376,82.96342364053329,0.2725882983602644,0.5180554389953613
ITGAL,ICAM3,adhesion,functional,0.02994717173856514,66.00063276709805,2852.438160926591,95249,92.55742993741983,0.05217815079267413,0.5180554389953613
ICAM3,ITGAL,ligand,functional,0.02994717173856515,66.00063276709805,2852.438160926592,95249,92.55742993741983,0.05217815079267414,0.5180554389953613
ITGB2,ICAM3,cell_surface_ligand,functional,0.12928761744773823,74.43326991252212,11615.975277209489,89846,87.30710926264236,0.22526296832653325,0.5180554389953613
ICAM3,ITGB2,ligand,functional,0.12928761744773826,74.43326991252212,11615.97527720949,89846,87.30710926264236,0.22526296832653334,0.5180554389953613
MIF,CD44,ligand,functional,0.4047911597191726,31.981865695553633,27538.75217801475,68032,66.10953473005014,0.7052837695577462,0.5180554389953613
MMP2,PECAM1,ecm,functional,0.7560719810374104,16.10091633290494,41927.215636448556,55454,53.88696699965018,1.3173343439935818,0.5180554389953613
CCL2,CCR1,ligand,functional,0.11004143719177385,48.88808295975992,9622.90359954624,87448,84.97687254635208,0.19172958145629745,0.5180554389953613
COL1A1,CD93,ecm,functional,0.4235389639324589,27.672359143729352,29040.372600992974,68566,66.62844482450345,0.7379488159872442,0.5180554389953613
COL1A1,CD44,ecm,functional,0.2947212073469589,42.81805892761151,23037.767335897082,78168,75.95910910716368,0.5135045049661643,0.5180554389953613
CXCL6,ACKR1,ligand,functional,0.025362754029611658,59.32061270449148,2419.429195146745,95393,92.69736074940724,0.0441905371174122,0.5180554389953613
TFPI,LRP1,ecm,functional,0.4775229928478823,20.813025277064508,29794.09209275792,62393,60.629883002293305,0.8320073409703451,0.5180554389953613
APOA1,LRP1,ligand,functional,0.6337494949710726,16.18734622029804,38660.62044172034,61003,59.279161969914874,1.104207001651438,0.5180554389953613
INHBA,ACVR1,ligand,functional,0.034784041629689344,79.82430901033999,3316.067040683174,95333,92.63905624441249,0.060605621965807224,0.5180554389953613
INHBA,ACVR1B,ligand,functional,0.03898290950536038,96.82838578367374,3776.118512146239,96866,94.12873634702842,0.06792147680137894,0.5180554389953613
APOE,LRP6,ligand,functional,0.1904814690262539,31.685600323580577,14584.21367599513,76565,74.40140708205388,0.3318834546656982,0.5180554389953613
APOE,TREM2,ligand,functional,0.0555742602968979,36.06546629731038,4373.471988324677,78696,76.4721887511175,0.0968292484938946,0.5180554389953613
APOE,ABCA1,ligand,functional,0.19353722891488473,38.38403862334484,14874.690802711295,76857,74.68515567302833,0.3372076268996276,0.5180554389953613
THBS1,TNFRSF11B,ecm,functional,0.169076923593843,40.04779799840533,13855.177580821059,81946,79.63034943833327,0.29458946213208165,0.5180554389953613
ITGB2,ICAM1,cell_surface_ligand,functional,0.14189078224702348,64.04603902209469,12696.245304681413,89479,86.95048004042447,0.24722196462517793,0.5180554389953613
ICAM1,ITGB2,ligand,functional,0.14189078224702345,64.04603902209469,12696.245304681412,89479,86.95048004042447,0.24722196462517787,0.5180554389953613
SCGB3A1,MARCO,ligand,functional,0.0143294461499792,79.43079580440255,1416.394104694694,98845,96.05181327010534,0.024966765092754035,0.5180554389953613
VCAM1,ITGB2,ligand,functional,0.07059811191979216,90.21478879485508,6630.857063954559,93924,91.26987211878571,0.12300590391597013,0.5180554389953613
INHBB,ACVR1B,ligand,functional,0.05057286509075746,100.0,4864.452174484688,96187,93.46892369883778,0.0881151183076476,0.5180554389953613
COL1A2,CD44,ecm,functional,0.46006641228586004,22.621210126131313,27450.322555448125,59666,57.979943250281806,0.8015920449670604,0.5180554389953613
CCL11,DPP4,ligand,functional,0.05782494867905032,75.8215144816339,5488.050229231308,94908,92.22606600069966,0.10075071255789622,0.5180554389953613
IGF1,INSR,ligand,functional,0.21749587258257375,45.69298100183386,14614.200166440878,67193,65.29424340187352,0.3789517265760173,0.5180554389953613
IL12A,CD28,ligand,functional,0.002853170875415826,0.002853170875415827,291.6653927393828,102225,99.33630038480973,0.004971193322506587,0.5180554389953613
CD14,ITGB2,cell_surface_ligand,functional,0.28598601285378134,28.352545865863952,21403.193201976996,74840,72.72515256345473,0.49828482748051356,0.5180554389953613
CXCL10,DPP4,ligand,functional,0.00755891537994589,66.38472003975805,761.4246640527094,100732,97.88548995219031,0.013170199508889504,0.5180554389953613
HMMR,HAS2,cell_surface_ligand,functional,0.00959960992370109,100.0,965.1639809487549,100542,97.70085901970693,0.016725782939451816,0.5180554389953613
HAS2,HMMR,cell_surface_ligand,functional,0.009599609923701086,100.0,965.1639809487547,100542,97.70085901970693,0.01672578293945181,0.5180554389953613
HAS2,CD44,cell_surface_ligand,functional,0.08324084361107911,67.45606768322179,7560.932306881537,90832,88.26524662805613,0.14503383918739277,0.5180554389953613
FN1,C5AR1,ecm,functional,0.23507492129053945,26.103847786325296,13027.852137921696,55420,53.85392778015314,0.409580403710653,0.5180554389953613
FN1,DPP4,ecm,functional,0.20235081742667724,27.509827874730377,11261.227691429442,55652,54.07937186613285,0.3525638934081164,0.5180554389953613
DPP4,FN1,ligand,functional,0.20235081742667724,27.509827874730377,11261.227691429442,55652,54.07937186613285,0.3525638934081164,0.5180554389953613
FN1,CD44,ecm,functional,0.4937127659446168,23.20272935043552,27804.91555246893,56318,54.726551871574614,0.8602154278412913,0.5180554389953613
S100A8,ITGB2,ligand,functional,0.20289582613475574,40.273602797993924,16952.35206521111,83552,81.19096668869281,0.3535134838002141,0.5180554389953613
S100A9,ITGB2,ligand,functional,0.31743106008541855,28.26550968981,22512.528212317968,70921,68.91689664554748,0.5530727864389958,0.5180554389953613
ANGPTL2,LILRB2,ligand,functional,0.10948680204426736,53.89270161360333,8983.72056813827,82053,79.73432580557392,0.1907632185351458,0.5180554389953613
F10,ITGB2,ecm_regulator,functional,0.12234381257381785,63.26091865960177,11007.395161078966,89971,87.42857698138143,0.21316450036604323,0.5180554389953613
SAA1,FPR1,ligand,functional,0.01627749405038528,100.0,1641.7480499218593,100860,98.0098728961791,0.02836092658439982,0.5180554389953613
RTN4,NGFR,cell_surface_ligand,functional,0.2717519877797952,30.274476746639287,18636.751321938355,68580,66.64204920900222,0.47348431833123994,0.5180554389953613
NTF3,NGFR,ligand,functional,0.03263818397636828,88.42711860852303,3159.63731438426,96808,94.07237532553349,0.05686680865842526,0.5180554389953613
LAMA1,ITGB4,ecm,functional,0.008151304104808884,51.88810933328657,808.666426325775,99207,96.40358378357368,0.014202341992447525,0.5180554389953613
LAMC2,ITGB4,ecm,functional,0.0251561307796311,100.0,2475.916703592852,98422,95.64076650989233,0.043830529194497925,0.5180554389953613
INHBA,TGFBR3,ligand,functional,0.06318110340616774,48.269975906476446,5470.346295112815,86582,84.13534419092782,0.11008295439562969,0.5180554389953613
LAMA1,ITGB8,ecm,functional,0.004605415263899701,84.03835189752024,467.2285893531525,101452,98.58514401212733,0.008024198552051824,0.5180554389953613
FN1,ITGB8,ecm,functional,0.1548458262388742,35.058956503049345,8587.284985729246,55457,53.88988222489991,0.2697940540643291,0.5180554389953613
A2M,LRP1,ecm_regulator,functional,0.7734112804790814,8.500916686105192,39926.5839434521,51624,50.16519609748513,1.3475452964269214,0.5180554389953613
SERPINE2,LRP1,ecm_regulator,functional,0.4415010883040124,25.80029296182724,28169.535438149207,63804,62.00101061141991,0.7692449411171091,0.5180554389953613
APOE,LRP1,ligand,functional,0.5890969001759384,17.047108568166628,35162.01577770141,59688,58.001321568779886,1.0264070062180022,0.5180554389953613
THBS1,LRP1,ecm,functional,0.5541556084620882,21.511667245106953,33879.41143454669,61137,59.40937536440316,0.9655274011637373,0.5180554389953613
C1QB,LRP1,ecm,functional,0.660431494393211,15.905929573231885,39663.53425877308,60057,58.35989427449761,1.1506961125916049,0.5180554389953613
LIPC,LRP1,ecm,functional,0.03643822052884135,32.31636692404773,2352.5608320035844,64563,62.73856259960353,0.0634877637851251,0.5180554389953613
COL1A2,CD93,ecm,functional,0.6355687441658772,15.828606629337798,37539.23230541337,59064,57.394954716834455,1.1073767520253515,0.5180554389953613
S100A9,CD68,ligand,functional,0.37930374595467264,27.666610784590382,26910.083560500207,70946,68.9411901892953,0.6608760328162238,0.5180554389953613
S100A8,CD68,ligand,functional,0.24378654689464727,37.060366836152234,20125.310805793815,82553,80.2201966805302,0.424759016181596,0.5180554389953613
IGFBP4,LRP6,ecm,functional,0.3372834719820843,32.06962713488728,16346.443469611717,48465,47.09546390951141,0.587662434856731,0.5180554389953613
DKK2,LRP6,ligand,functional,0.020332498802090964,90.14941881987039,1986.2614754774643,97689,94.92847980720643,0.03542612296576758,0.5180554389953613
THBS2,NOTCH3,ecm,functional,0.3358562950561354,30.72901126806925,21888.426461398456,65172,63.33035332530027,0.5851758076219431,0.5180554389953613
SCGB3A1,NOTCH3,ligand,functional,0.050540197214247594,39.20266982720152,3379.117585744594,66860,64.97065339915264,0.08805819976450474,0.5180554389953613
INHBB,ACVR1,ligand,functional,0.057761078634293084,65.6813437934604,5469.974146667555,94700,92.02394371671785,0.10063942923352853,0.5180554389953613
NTF3,NTRK2,ligand,functional,0.024018414053381846,100.0,2391.29732156875,99561,96.74758036304272,0.04184824000138745,0.5180554389953613
MDK,GPC2,ligand,functional,0.011284190235776417,72.64239744804003,1108.874806089277,98268,95.4911182804058,0.019660894352081258,0.5180554389953613
FGF14,FGFR4,ligand,functional,0.01657795095314488,100.0,1664.5920552052776,100410,97.57258910871846,0.028884424620065782,0.5180554389953613
CXCL2,CXCR1,ligand,functional,0.015451223894897633,65.82415511308359,1490.4559593496156,96462,93.73615268006374,0.02692128316348202,0.5180554389953613
CCL18,CCR1,ligand,functional,0.06099651515530594,86.87650644482318,5953.503865218481,97604,94.84588175846386,0.10627665922463762,0.5180554389953613
SPP1,ITGB5,ligand,functional,0.1956288571394679,33.04896004690771,14295.774364323755,73076,71.01100011660901,0.3408519541121359,0.5180554389953613
FN1,TNFRSF11B,ecm,functional,0.310532647424374,23.287596093855004,17239.84098705897,55517,53.948186729894665,0.5410534071399968,0.5180554389953613
